date,open,high,low,close,adj_close,volume
2023-01-03,384.369995,386.429993,377.829987,380.820007,373.956818,74850700
2023-01-04,383.179993,385.880005,380,383.76001,376.843811,85934100
2023-01-05,381.720001,381.839996,378.76001,379.380005,372.542786,76970500
2023-01-06,382.609985,389.25,379.410004,388.079987,381.085968,104189600
2023-01-09,390.369995,393.700012,387.670013,387.859985,380.869904,73978100
2023-01-10,387.25,390.649994,386.269989,390.579987,383.540894,65358100
2023-01-11,392.230011,395.600006,391.380005,395.519989,388.391815,68881100
2023-01-12,396.670013,398.48999,392.420013,396.959991,389.805878,90157700
2023-01-13,393.619995,399.100006,393.339996,398.5,391.318176,63903900
2023-01-17,398.480011,400.230011,397.059998,397.769989,390.601318,62677300
2023-01-18,399.01001,400.119995,391.279999,391.48999,384.434479,99632300
2023-01-19,389.359985,391.079987,387.26001,388.640015,381.635895,86958900
2023-01-20,390.100006,396.040009,388.380005,395.880005,388.745392,91806400
2023-01-23,396.720001,402.649994,395.720001,400.630005,393.40979,84178800
2023-01-24,398.880005,401.149994,397.640015,400.200012,392.987549,59524900
2023-01-25,395.950012,400.700012,393.559998,400.350006,393.134827,84800300
2023-01-26,403.130005,404.920013,400.029999,404.75,397.455505,72287400
2023-01-27,403.660004,408.160004,403.440002,405.679993,398.368774,68346200
2023-01-30,402.799988,405.130005,400.279999,400.589996,393.370514,74202000
2023-01-31,401.130005,406.529999,400.769989,406.480011,399.154358,86811800
2023-02-01,405.209991,413.670013,402.350006,410.799988,403.396484,101459200
2023-02-02,414.859985,418.309998,412.880005,416.779999,409.268738,101654500
2023-02-03,411.589996,416.970001,411.089996,412.350006,404.91861,94736800
2023-02-06,409.790009,411.290009,408.100006,409.829987,402.443939,60295300
2023-02-07,408.869995,416.48999,407.570007,415.190002,407.707367,90990700
2023-02-08,413.130005,414.529999,409.929993,410.649994,403.249176,76227500
2023-02-09,414.410004,414.570007,405.809998,407.089996,399.753357,78694900
2023-02-10,405.859985,408.440002,405.01001,408.040009,400.686249,70769700
2023-02-13,408.720001,412.970001,408.23999,412.829987,405.389862,64913500
2023-02-14,411.23999,415.049988,408.51001,412.640015,405.203339,88389300
2023-02-15,410.350006,414.059998,409.470001,413.980011,406.519196,61555700
2023-02-16,408.790009,412.910004,408.140015,408.279999,400.921906,76431500
2023-02-17,406.059998,407.51001,404.049988,407.26001,399.920288,89257800
2023-02-21,403.059998,404.160004,398.820007,399.089996,391.897583,82655900
2023-02-22,399.519989,401.130005,397.019989,398.540009,391.357452,83742300
2023-02-23,401.559998,402.200012,396.25,400.660004,393.43927,96242400
2023-02-24,395.420013,397.25,393.640015,396.380005,389.236389,108194400
2023-02-27,399.869995,401.290009,396.75,397.730011,390.562042,80444700
2023-02-28,397.230011,399.279999,396.149994,396.26001,389.118591,96438600
2023-03-01,395.410004,396.690002,393.380005,394.73999,387.625916,99706800
2023-03-02,392.679993,398.690002,392.329987,397.809998,390.640625,85127800
